"Date;Rented Bike Count;Hour;Temperature(°C);Humidity(%);Wind speed (m/s);Visibility (10m);Dew point temperature(°C);Solar Radiation (MJ/m2);Rainfall(mm);Snowfall (cm);Seasons;Holiday;Functioning Day"
"03/09/2018;321;2;243;68;1;2000;18;0;0;0;Autumn;No Holiday;Yes"
"03/09/2018;211;3;242;70;3;2000;183;0;0;0;Autumn;No Holiday;Yes"
"03/09/2018;153;4;24;70;12;2000;181;0;0;0;Autumn;No Holiday;Yes"
"03/09/2018;264;5;239;70;15;2000;18;0;0;0;Autumn;No Holiday;Yes"
"03/09/2018;656;6;238;71;12;2000;182;0;0;0;Autumn;No Holiday;Yes"
"03/09/2018;1287;7;239;71;4;2000;183;2;0;0;Autumn;No Holiday;Yes"
"03/09/2018;1580;8;242;70;14;2000;183;16;0;0;Autumn;No Holiday;Yes"
"03/09/2018;719;9;236;86;12;336;211;14;2;0;Autumn;No Holiday;Yes"
"03/09/2018;434;10;233;89;7;1716;213;2;5;0;Autumn;No Holiday;Yes"
"03/09/2018;443;11;237;86;6;1798;212;31;0;0;Autumn;No Holiday;Yes"
"03/09/2018;673;12;239;83;11;1901;208;27;0;0;Autumn;No Holiday;Yes"
"03/09/2018;731;13;249;78;15;1910;207;72;0;0;Autumn;No Holiday;Yes"
"03/09/2018;532;14;256;77;8;1930;212;78;0;0;Autumn;No Holiday;Yes"
"03/09/2018;137;15;257;81;7;1825;221;43;0;0;Autumn;No Holiday;Yes"
"03/09/2018;39;16;255;91;13;403;239;23;35;0;Autumn;No Holiday;Yes"
"03/09/2018;23;17;227;96;49;452;22;7;13;0;Autumn;No Holiday;Yes"
"03/09/2018;113;18;219;97;18;757;213;2;13;0;Autumn;No Holiday;Yes"
"03/09/2018;73;19;217;97;2;1154;211;1;1;0;Autumn;No Holiday;Yes"
"03/09/2018;151;20;215;97;3;2000;209;0;5;0;Autumn;No Holiday;Yes"
"03/09/2018;110;21;216;97;5;646;21;0;5;0;Autumn;No Holiday;Yes"
"03/09/2018;379;22;217;97;4;440;211;0;5;0;Autumn;No Holiday;Yes"
"03/09/2018;486;23;217;97;8;838;211;0;0;0;Autumn;No Holiday;Yes"
"04/09/2018;500;0;214;97;1;404;208;0;0;0;Autumn;No Holiday;Yes"
"04/09/2018;486;1;213;97;11;570;207;0;0;0;Autumn;No Holiday;Yes"
"04/09/2018;324;2;209;96;4;970;202;0;0;0;Autumn;No Holiday;Yes"
"04/09/2018;223;3;206;97;2;500;201;0;0;0;Autumn;No Holiday;Yes"
"04/09/2018;186;4;204;97;27;704;199;0;0;0;Autumn;No Holiday;Yes"
"04/09/2018;219;5;202;97;12;528;197;0;0;0;Autumn;No Holiday;Yes"
"04/09/2018;602;6;20;97;0;647;195;0;0;0;Autumn;No Holiday;Yes"
"04/09/2018;1289;7;201;97;19;443;196;3;0;0;Autumn;No Holiday;Yes"
"04/09/2018;2059;8;205;90;19;490;187;53;0;0;Autumn;No Holiday;Yes"
"04/09/2018;1083;9;216;81;23;1669;181;12;0;0;Autumn;No Holiday;Yes"
"04/09/2018;822;10;231;73;31;2000;179;224;0;0;Autumn;No Holiday;Yes"
"04/09/2018;940;11;245;64;27;2000;172;27;0;0;Autumn;No Holiday;Yes"
"04/09/2018;995;12;258;57;28;2000;166;302;0;0;Autumn;No Holiday;Yes"
"04/09/2018;997;13;265;58;28;2000;175;287;0;0;Autumn;No Holiday;Yes"
"04/09/2018;987;14;274;52;38;1998;166;267;0;0;Autumn;No Holiday;Yes"
"04/09/2018;1178;15;267;51;34;2000;157;209;0;0;Autumn;No Holiday;Yes"
"04/09/2018;1429;16;271;47;43;2000;148;182;0;0;Autumn;No Holiday;Yes"
"04/09/2018;1993;17;276;47;33;2000;152;149;0;0;Autumn;No Holiday;Yes"
"04/09/2018;3166;18;268;53;26;2000;164;8;0;0;Autumn;No Holiday;Yes"
"04/09/2018;2491;19;251;49;31;2000;136;18;0;0;Autumn;No Holiday;Yes"
"04/09/2018;2259;20;237;49;33;2000;123;0;0;0;Autumn;No Holiday;Yes"
"04/09/2018;2212;21;229;55;3;2000;133;0;0;0;Autumn;No Holiday;Yes"
"04/09/2018;1856;22;222;58;15;2000;135;0;0;0;Autumn;No Holiday;Yes"
"04/09/2018;1233;23;217;60;5;2000;135;0;0;0;Autumn;No Holiday;Yes"
"05/09/2018;983;0;211;64;15;2000;14;0;0;0;Autumn;No Holiday;Yes"
"05/09/2018;748;1;209;66;11;2000;143;0;0;0;Autumn;No Holiday;Yes"
"05/09/2018;493;2;206;72;9;2000;153;0;0;0;Autumn;No Holiday;Yes"
"05/09/2018;376;3;202;77;4;2000;16;0;0;0;Autumn;No Holiday;Yes"
"05/09/2018;220;4;199;81;2;2000;165;0;0;0;Autumn;No Holiday;Yes"
"05/09/2018;249;5;197;82;5;2000;165;0;0;0;Autumn;No Holiday;Yes"
"05/09/2018;676;6;198;82;5;2000;166;0;0;0;Autumn;No Holiday;Yes"
"05/09/2018;1487;7;198;79;9;2000;16;13;0;0;Autumn;No Holiday;Yes"
"05/09/2018;2312;8;212;69;19;2000;152;74;0;0;Autumn;No Holiday;Yes"
"05/09/2018;1195;9;234;59;3;1974;149;146;0;0;Autumn;No Holiday;Yes"
"05/09/2018;847;10;254;49;39;1996;139;213;0;0;Autumn;No Holiday;Yes"
"05/09/2018;937;11;264;47;29;2000;141;238;0;0;Autumn;No Holiday;Yes"
"05/09/2018;1072;12;271;44;5;2000;137;28;0;0;Autumn;No Holiday;Yes"
"05/09/2018;1039;13;273;46;48;1983;146;292;0;0;Autumn;No Holiday;Yes"
"05/09/2018;989;14;279;42;5;1914;137;279;0;0;Autumn;No Holiday;Yes"
"05/09/2018;1131;15;281;43;51;1929;143;265;0;0;Autumn;No Holiday;Yes"
"05/09/2018;1446;16;282;37;4;1987;121;203;0;0;Autumn;No Holiday;Yes"
"05/09/2018;2068;17;277;40;5;2000;128;151;0;0;Autumn;No Holiday;Yes"
"05/09/2018;3160;18;27;45;24;2000;14;77;0;0;Autumn;No Holiday;Yes"
"05/09/2018;2468;19;254;55;32;2000;156;15;0;0;Autumn;No Holiday;Yes"
"05/09/2018;2177;20;245;64;2;2000;172;0;0;0;Autumn;No Holiday;Yes"
"05/09/2018;2024;21;239;75;23;1975;191;0;0;0;Autumn;No Holiday;Yes"
"05/09/2018;1798;22;236;82;18;1673;203;0;0;0;Autumn;No Holiday;Yes"
"05/09/2018;1219;23;23;83;18;1469;199;0;0;0;Autumn;No Holiday;Yes"
"06/09/2018;963;0;225;83;5;1593;194;0;0;0;Autumn;No Holiday;Yes"
"06/09/2018;743;1;219;85;2;1410;192;0;0;0;Autumn;No Holiday;Yes"
"06/09/2018;531;2;216;86;2;1353;191;0;0;0;Autumn;No Holiday;Yes"
"06/09/2018;320;3;215;85;1;1282;188;0;0;0;Autumn;No Holiday;Yes"
"06/09/2018;215;4;216;87;4;951;193;0;0;0;Autumn;No Holiday;Yes"
"06/09/2018;247;5;217;87;6;846;194;0;0;0;Autumn;No Holiday;Yes"
"06/09/2018;680;6;214;84;8;1506;185;0;0;0;Autumn;No Holiday;Yes"
"06/09/2018;1438;7;209;83;4;1388;178;9;0;0;Autumn;No Holiday;Yes"
"06/09/2018;2270;8;218;77;9;1419;175;43;0;0;Autumn;No Holiday;Yes"
"06/09/2018;1186;9;235;72;5;1485;181;95;0;0;Autumn;No Holiday;Yes"
"06/09/2018;835;10;246;70;12;1454;187;96;0;0;Autumn;No Holiday;Yes"
"06/09/2018;941;11;259;63;25;1693;183;132;0;0;Autumn;No Holiday;Yes"
"06/09/2018;1041;12;269;60;23;1592;184;167;0;0;Autumn;No Holiday;Yes"
"06/09/2018;1049;13;28;52;23;1642;172;185;0;0;Autumn;No Holiday;Yes"
"06/09/2018;1032;14;279;47;32;1869;155;165;0;0;Autumn;No Holiday;Yes"
"06/09/2018;1089;15;278;48;3;1880;157;93;0;0;Autumn;No Holiday;Yes"
"06/09/2018;1292;16;269;55;39;1909;17;54;0;0;Autumn;No Holiday;Yes"
"06/09/2018;1525;17;266;63;3;2000;189;43;0;0;Autumn;No Holiday;Yes"
"06/09/2018;2497;18;258;58;29;2000;169;16;0;0;Autumn;No Holiday;Yes"
"06/09/2018;1990;19;253;71;33;2000;196;5;0;0;Autumn;No Holiday;Yes"
"06/09/2018;1900;20;251;71;36;2000;194;0;0;0;Autumn;No Holiday;Yes"
"06/09/2018;1851;21;246;70;25;2000;187;0;0;0;Autumn;No Holiday;Yes"
"06/09/2018;1641;22;243;71;25;1992;186;0;0;0;Autumn;No Holiday;Yes"
"06/09/2018;562;23;239;71;47;1982;183;0;0;0;Autumn;No Holiday;Yes"
"07/09/2018;556;0;213;82;35;1933;18;0;1;0;Autumn;No Holiday;Yes"
"07/09/2018;345;1;216;77;26;1777;173;0;0;0;Autumn;No Holiday;Yes"
"07/09/2018;259;2;213;76;22;1559;168;0;5;0;Autumn;No Holiday;Yes"
"07/09/2018;259;3;211;75;18;1551;164;0;0;0;Autumn;No Holiday;Yes"
"07/09/2018;185;4;208;66;15;1719;142;0;0;0;Autumn;No Holiday;Yes"
"07/09/2018;247;5;205;67;12;1649;141;0;0;0;Autumn;No Holiday;Yes"
"07/09/2018;624;6;202;70;16;1690;145;0;0;0;Autumn;No Holiday;Yes"
"07/09/2018;1346;7;203;74;18;1372;155;7;0;0;Autumn;No Holiday;Yes"
"07/09/2018;2260;8;205;78;25;1250;165;32;0;0;Autumn;No Holiday;Yes"
"07/09/2018;1194;9;213;63;27;1969;139;115;0;0;Autumn;No Holiday;Yes"
"07/09/2018;896;10;226;58;18;1962;139;202;0;0;Autumn;No Holiday;Yes"
"07/09/2018;988;11;238;51;35;1970;13;262;0;0;Autumn;No Holiday;Yes"
"07/09/2018;1213;12;242;50;38;2000;131;285;0;0;Autumn;No Holiday;Yes"
"07/09/2018;1119;13;243;50;29;2000;132;237;0;0;Autumn;No Holiday;Yes"
"07/09/2018;1187;14;252;43;32;1981;117;259;0;0;Autumn;No Holiday;Yes"
"07/09/2018;1391;15;247;44;42;2000;116;192;0;0;Autumn;No Holiday;Yes"
"07/09/2018;1577;16;252;39;28;1987;102;165;0;0;Autumn;No Holiday;Yes"
"07/09/2018;2183;17;245;37;32;2000;88;104;0;0;Autumn;No Holiday;Yes"
"07/09/2018;3154;18;244;34;24;2000;75;84;0;0;Autumn;No Holiday;Yes"
"07/09/2018;2365;19;226;39;28;2000;79;14;0;0;Autumn;No Holiday;Yes"
"07/09/2018;1959;20;216;43;14;2000;84;0;0;0;Autumn;No Holiday;Yes"
"07/09/2018;1915;21;206;48;21;2000;91;0;0;0;Autumn;No Holiday;Yes"
"07/09/2018;1796;22;198;51;12;2000;93;0;0;0;Autumn;No Holiday;Yes"
"07/09/2018;1363;23;194;50;28;2000;86;0;0;0;Autumn;No Holiday;Yes"
"08/09/2018;1107;0;192;53;37;2000;93;0;0;0;Autumn;No Holiday;Yes"
"08/09/2018;1001;1;189;55;23;2000;96;0;0;0;Autumn;No Holiday;Yes"
"08/09/2018;692;2;185;57;23;2000;98;0;0;0;Autumn;No Holiday;Yes"
"08/09/2018;504;3;178;60;2;2000;99;0;0;0;Autumn;No Holiday;Yes"
"08/09/2018;285;4;172;66;6;2000;107;0;0;0;Autumn;No Holiday;Yes"
"08/09/2018;227;5;167;70;8;2000;111;0;0;0;Autumn;No Holiday;Yes"
"08/09/2018;322;6;162;70;3;2000;107;0;0;0;Autumn;No Holiday;Yes"
"08/09/2018;511;7;16;70;11;2000;105;11;0;0;Autumn;No Holiday;Yes"
"08/09/2018;827;8;171;57;1;1979;85;76;0;0;Autumn;No Holiday;Yes"
"08/09/2018;956;9;199;51;6;1906;94;146;0;0;Autumn;No Holiday;Yes"
"08/09/2018;1096;10;222;43;9;1891;9;209;0;0;Autumn;No Holiday;Yes"
"08/09/2018;1179;11;242;41;15;1818;101;262;0;0;Autumn;No Holiday;Yes"
"08/09/2018;1273;12;252;36;24;1995;9;293;0;0;Autumn;No Holiday;Yes"
"08/09/2018;1505;13;261;32;3;1985;81;306;0;0;Autumn;No Holiday;Yes"
"08/09/2018;1554;14;268;31;28;2000;82;296;0;0;Autumn;No Holiday;Yes"
"08/09/2018;1792;15;269;33;29;1997;92;265;0;0;Autumn;No Holiday;Yes"
"08/09/2018;1943;16;277;32;14;2000;94;205;0;0;Autumn;No Holiday;Yes"
"08/09/2018;2167;17;272;35;17;2000;103;132;0;0;Autumn;No Holiday;Yes"
"08/09/2018;2255;18;257;38;15;2000;103;64;0;0;Autumn;No Holiday;Yes"
"08/09/2018;1978;19;24;41;19;2000;99;1;0;0;Autumn;No Holiday;Yes"
"08/09/2018;1944;20;228;45;2;2000;102;0;0;0;Autumn;No Holiday;Yes"
"08/09/2018;1878;21;221;49;17;2000;108;0;0;0;Autumn;No Holiday;Yes"
"08/09/2018;1675;22;215;51;2;2000;109;0;0;0;Autumn;No Holiday;Yes"
"08/09/2018;1142;23;207;52;14;2000;104;0;0;0;Autumn;No Holiday;Yes"
"09/09/2018;1185;0;196;53;15;2000;97;0;0;0;Autumn;No Holiday;Yes"
"09/09/2018;835;1;188;54;1;2000;92;0;0;0;Autumn;No Holiday;Yes"
"09/09/2018;589;2;181;57;3;2000;94;0;0;0;Autumn;No Holiday;Yes"
"09/09/2018;395;3;174;57;6;2000;87;0;0;0;Autumn;No Holiday;Yes"
"09/09/2018;264;4;17;59;0;2000;89;0;0;0;Autumn;No Holiday;Yes"
"09/09/2018;165;5;163;66;5;2000;99;0;0;0;Autumn;No Holiday;Yes"
"09/09/2018;255;6;158;69;9;2000;101;0;0;0;Autumn;No Holiday;Yes"
"09/09/2018;366;7;157;68;9;2000;98;5;0;0;Autumn;No Holiday;Yes"
"09/09/2018;644;8;174;56;8;2000;85;49;0;0;Autumn;No Holiday;Yes"
"09/09/2018;803;9;204;51;18;2000;99;143;0;0;Autumn;No Holiday;Yes"
"09/09/2018;928;10;229;45;15;2000;103;21;0;0;Autumn;No Holiday;Yes"
"09/09/2018;1051;11;244;41;13;1982;102;261;0;0;Autumn;No Holiday;Yes"
"09/09/2018;1220;12;259;39;12;1950;108;289;0;0;Autumn;No Holiday;Yes"
"09/09/2018;1432;13;272;32;17;2000;9;312;0;0;Autumn;No Holiday;Yes"
"09/09/2018;1662;14;282;29;2;2000;84;309;0;0;Autumn;No Holiday;Yes"
"09/09/2018;1877;15;289;27;18;2000;8;29;0;0;Autumn;No Holiday;Yes"
"09/09/2018;2099;16;271;35;9;2000;103;127;0;0;Autumn;No Holiday;Yes"
"09/09/2018;2201;17;277;33;11;2000;99;121;0;0;Autumn;No Holiday;Yes"
"09/09/2018;2368;18;26;35;3;2000;93;2;0;0;Autumn;No Holiday;Yes"
"09/09/2018;2033;19;241;56;25;2000;147;4;0;0;Autumn;No Holiday;Yes"
"09/09/2018;1930;20;229;58;26;2000;141;0;0;0;Autumn;No Holiday;Yes"
"09/09/2018;1820;21;222;57;12;2000;132;0;0;0;Autumn;No Holiday;Yes"
"09/09/2018;1291;22;218;54;16;2000;12;0;0;0;Autumn;No Holiday;Yes"
"09/09/2018;941;23;212;56;25;2000;12;0;0;0;Autumn;No Holiday;Yes"
"10/09/2018;792;0;207;57;18;2000;118;0;0;0;Autumn;No Holiday;Yes"
"10/09/2018;487;1;205;58;17;2000;119;0;0;0;Autumn;No Holiday;Yes"
"10/09/2018;332;2;20;59;15;2000;117;0;0;0;Autumn;No Holiday;Yes"
"10/09/2018;176;3;197;60;19;2000;117;0;0;0;Autumn;No Holiday;Yes"
"10/09/2018;188;4;194;61;16;2000;116;0;0;0;Autumn;No Holiday;Yes"
"10/09/2018;226;5;191;62;16;2000;116;0;0;0;Autumn;No Holiday;Yes"
"10/09/2018;691;6;187;64;9;2000;117;0;0;0;Autumn;No Holiday;Yes"
"10/09/2018;1463;7;189;63;18;2000;116;9;0;0;Autumn;No Holiday;Yes"
"10/09/2018;2278;8;201;57;16;2000;113;73;0;0;Autumn;No Holiday;Yes"
"10/09/2018;1125;9;223;52;19;2000;119;143;0;0;Autumn;No Holiday;Yes"
"10/09/2018;862;10;24;47;16;1996;119;208;0;0;Autumn;No Holiday;Yes"
"10/09/2018;934;11;253;44;12;1948;121;259;0;0;Autumn;No Holiday;Yes"
"10/09/2018;1095;12;267;40;14;2000;119;292;0;0;Autumn;No Holiday;Yes"
"10/09/2018;1057;13;271;38;17;2000;115;256;0;0;Autumn;No Holiday;Yes"
"10/09/2018;1064;14;278;37;14;1983;117;267;0;0;Autumn;No Holiday;Yes"
"10/09/2018;1249;15;276;38;14;2000;119;209;0;0;Autumn;No Holiday;Yes"
"10/09/2018;1467;16;275;39;15;2000;123;146;0;0;Autumn;No Holiday;Yes"
"10/09/2018;2147;17;266;40;14;2000;118;69;0;0;Autumn;No Holiday;Yes"
"10/09/2018;3298;18;259;42;11;2000;119;48;0;0;Autumn;No Holiday;Yes"
"10/09/2018;2518;19;244;47;2;2000;123;5;0;0;Autumn;No Holiday;Yes"
"10/09/2018;2240;20;234;48;18;2000;117;0;0;0;Autumn;No Holiday;Yes"
"10/09/2018;2090;21;225;48;14;2000;109;0;0;0;Autumn;No Holiday;Yes"
"10/09/2018;1779;22;217;50;16;2000;108;0;0;0;Autumn;No Holiday;Yes"
"10/09/2018;1223;23;208;51;17;2000;102;0;0;0;Autumn;No Holiday;Yes"
"11/09/2018;910;0;201;52;15;2000;99;0;0;0;Autumn;No Holiday;Yes"
"11/09/2018;662;1;195;52;13;2000;93;0;0;0;Autumn;No Holiday;Yes"
"11/09/2018;435;2;189;52;11;2000;88;0;0;0;Autumn;No Holiday;Yes"
"11/09/2018;261;3;182;52;15;2000;81;0;0;0;Autumn;No Holiday;Yes"
"11/09/2018;193;4;177;52;15;2000;77;0;0;0;Autumn;No Holiday;Yes"
"11/09/2018;258;5;172;54;13;2000;77;0;0;0;Autumn;No Holiday;Yes"
"11/09/2018;678;6;17;55;12;2000;78;0;0;0;Autumn;No Holiday;Yes"
"11/09/2018;1556;7;169;55;14;2000;77;7;0;0;Autumn;No Holiday;Yes"
"11/09/2018;2369;8;178;53;14;2000;8;51;0;0;Autumn;No Holiday;Yes"
"11/09/2018;1234;9;198;49;19;2000;87;124;0;0;Autumn;No Holiday;Yes"
"11/09/2018;922;10;219;43;11;2000;87;189;0;0;Autumn;No Holiday;Yes"
"11/09/2018;1012;11;237;40;2;2000;92;26;0;0;Autumn;No Holiday;Yes"
"11/09/2018;1192;12;245;40;13;1973;10;264;0;0;Autumn;No Holiday;Yes"
"11/09/2018;1102;13;257;40;22;1997;11;298;0;0;Autumn;No Holiday;Yes"
"11/09/2018;1115;14;258;37;15;1995;99;222;0;0;Autumn;No Holiday;Yes"
"11/09/2018;1222;15;26;40;19;2000;113;153;0;0;Autumn;No Holiday;Yes"
"11/09/2018;1527;16;255;44;14;2000;123;1;0;0;Autumn;No Holiday;Yes"
"11/09/2018;2171;17;254;44;12;2000;122;84;0;0;Autumn;No Holiday;Yes"
"11/09/2018;3222;18;247;45;7;2000;119;3;0;0;Autumn;No Holiday;Yes"
"11/09/2018;2455;19;237;49;18;2000;123;3;0;0;Autumn;No Holiday;Yes"
"11/09/2018;2072;20;229;48;12;2000;112;0;0;0;Autumn;No Holiday;Yes"
"11/09/2018;2018;21;222;50;13;2000;112;0;0;0;Autumn;No Holiday;Yes"
"11/09/2018;1868;22;216;52;19;2000;113;0;0;0;Autumn;No Holiday;Yes"
"11/09/2018;1240;23;209;53;18;2000;109;0;0;0;Autumn;No Holiday;Yes"
"12/09/2018;949;0;202;54;12;2000;105;0;0;0;Autumn;No Holiday;Yes"
"12/09/2018;691;1;196;56;12;2000;105;0;0;0;Autumn;No Holiday;Yes"
"12/09/2018;462;2;19;56;9;2000;10;0;0;0;Autumn;No Holiday;Yes"
"12/09/2018;297;3;184;57;13;2000;97;0;0;0;Autumn;No Holiday;Yes"
"12/09/2018;215;4;18;59;15;2000;98;0;0;0;Autumn;No Holiday;Yes"
"12/09/2018;241;5;175;60;16;2000;96;0;0;0;Autumn;No Holiday;Yes"
"12/09/2018;656;6;17;63;13;2000;98;0;0;0;Autumn;No Holiday;Yes"
"12/09/2018;1551;7;168;61;13;2000;92;6;0;0;Autumn;No Holiday;Yes"
"12/09/2018;2391;8;182;56;15;1994;92;62;0;0;Autumn;No Holiday;Yes"
"12/09/2018;1234;9;208;48;11;2000;93;138;0;0;Autumn;No Holiday;Yes"
"12/09/2018;923;10;227;45;15;2000;101;208;0;0;Autumn;No Holiday;Yes"
"12/09/2018;1017;11;248;44;21;1955;117;255;0;0;Autumn;No Holiday;Yes"
"12/09/2018;1165;12;263;44;12;1966;13;291;0;0;Autumn;No Holiday;Yes"
"12/09/2018;1066;13;268;45;18;1984;138;26;0;0;Autumn;No Holiday;Yes"
"12/09/2018;1087;14;269;45;16;2000;139;227;0;0;Autumn;No Holiday;Yes"
"12/09/2018;1251;15;277;41;16;1969;132;198;0;0;Autumn;No Holiday;Yes"
"12/09/2018;1494;16;278;42;17;1974;137;198;0;0;Autumn;No Holiday;Yes"
"12/09/2018;2129;17;278;41;19;1999;133;127;0;0;Autumn;No Holiday;Yes"
"12/09/2018;3256;18;27;44;14;2000;136;62;0;0;Autumn;No Holiday;Yes"
"12/09/2018;2443;19;254;50;6;2000;142;7;0;0;Autumn;No Holiday;Yes"
"12/09/2018;2146;20;24;56;5;1890;146;0;0;0;Autumn;No Holiday;Yes"
"12/09/2018;2012;21;232;57;11;2000;142;0;0;0;Autumn;No Holiday;Yes"
"12/09/2018;1824;22;226;60;1;2000;144;0;0;0;Autumn;No Holiday;Yes"
"12/09/2018;1309;23;222;62;8;2000;145;0;0;0;Autumn;No Holiday;Yes"
"13/09/2018;968;0;219;62;1;1822;142;0;0;0;Autumn;No Holiday;Yes"
"13/09/2018;736;1;215;65;1;2000;146;0;0;0;Autumn;No Holiday;Yes"
"13/09/2018;437;2;212;66;8;2000;145;0;0;0;Autumn;No Holiday;Yes"
"13/09/2018;304;3;209;68;17;2000;147;0;0;0;Autumn;No Holiday;Yes"
"13/09/2018;240;4;207;69;13;2000;148;0;0;0;Autumn;No Holiday;Yes"
"13/09/2018;248;5;205;70;12;2000;148;0;0;0;Autumn;No Holiday;Yes"
"13/09/2018;655;6;203;71;16;2000;148;0;0;0;Autumn;No Holiday;Yes"
"13/09/2018;1448;7;205;69;14;2000;146;3;0;0;Autumn;No Holiday;Yes"
"13/09/2018;2329;8;209;68;13;2000;147;18;0;0;Autumn;No Holiday;Yes"
"13/09/2018;1322;9;218;64;16;2000;146;52;0;0;Autumn;No Holiday;Yes"
"13/09/2018;915;10;227;61;9;2000;147;82;0;0;Autumn;No Holiday;Yes"
"13/09/2018;972;11;235;61;12;2000;155;95;0;0;Autumn;No Holiday;Yes"
"13/09/2018;1119;12;243;59;15;2000;157;112;0;0;Autumn;No Holiday;Yes"
"13/09/2018;1014;13;251;56;2;1964;156;141;0;0;Autumn;No Holiday;Yes"
"13/09/2018;1097;14;272;49;15;1945;155;254;0;0;Autumn;No Holiday;Yes"
"13/09/2018;1200;15;278;49;14;1963;161;197;0;0;Autumn;No Holiday;Yes"
"13/09/2018;1436;16;282;48;14;1995;161;17;0;0;Autumn;No Holiday;Yes"
"13/09/2018;2021;17;279;51;14;2000;168;119;0;0;Autumn;No Holiday;Yes"
"13/09/2018;3146;18;267;56;18;2000;171;47;0;0;Autumn;No Holiday;Yes"
"13/09/2018;2365;19;254;61;6;2000;173;3;0;0;Autumn;No Holiday;Yes"
"13/09/2018;2003;20;246;62;9;2000;168;0;0;0;Autumn;No Holiday;Yes"
"13/09/2018;2000;21;238;67;6;2000;172;0;0;0;Autumn;No Holiday;Yes"
"13/09/2018;1713;22;228;70;1;2000;17;0;0;0;Autumn;No Holiday;Yes"
"13/09/2018;1303;23;224;73;3;1980;173;0;0;0;Autumn;No Holiday;Yes"
"14/09/2018;971;0;221;74;11;1962;172;0;0;0;Autumn;No Holiday;Yes"
"14/09/2018;775;1;216;75;11;1671;169;0;0;0;Autumn;No Holiday;Yes"
"14/09/2018;482;2;213;75;11;2000;166;0;0;0;Autumn;No Holiday;Yes"
"14/09/2018;349;3;21;76;7;1995;166;0;0;0;Autumn;No Holiday;Yes"
"14/09/2018;223;4;207;76;1;2000;163;0;0;0;Autumn;No Holiday;Yes"
"14/09/2018;249;5;207;77;9;2000;165;0;0;0;Autumn;No Holiday;Yes"
"14/09/2018;644;6;204;78;1;2000;164;0;0;0;Autumn;No Holiday;Yes"
"14/09/2018;1456;7;205;76;13;2000;161;6;0;0;Autumn;No Holiday;Yes"
"14/09/2018;2253;8;214;70;15;1986;156;38;0;0;Autumn;No Holiday;Yes"
"14/09/2018;1201;9;223;69;13;2000;163;61;0;0;Autumn;No Holiday;Yes"
"14/09/2018;936;10;233;65;14;1996;163;76;0;0;Autumn;No Holiday;Yes"
"14/09/2018;982;11;24;64;13;2000;167;95;0;0;Autumn;No Holiday;Yes"
"14/09/2018;1088;12;253;56;12;1960;158;135;0;0;Autumn;No Holiday;Yes"
"14/09/2018;1155;13;264;57;12;2000;171;18;0;0;Autumn;No Holiday;Yes"
"14/09/2018;1199;14;263;58;15;1986;173;137;0;0;Autumn;No Holiday;Yes"
"14/09/2018;1347;15;266;55;18;2000;168;11;0;0;Autumn;No Holiday;Yes"
"14/09/2018;1503;16;263;57;16;2000;17;72;0;0;Autumn;No Holiday;Yes"
"14/09/2018;2059;17;259;56;17;2000;164;42;0;0;Autumn;No Holiday;Yes"
"14/09/2018;2826;18;257;57;15;2000;165;24;0;0;Autumn;No Holiday;Yes"
"14/09/2018;1996;19;253;60;12;2000;169;4;0;0;Autumn;No Holiday;Yes"
"14/09/2018;1869;20;25;61;11;2000;169;0;0;0;Autumn;No Holiday;Yes"
"14/09/2018;1259;21;247;61;16;2000;166;0;0;0;Autumn;No Holiday;Yes"
"14/09/2018;567;22;24;73;21;1541;188;0;0;0;Autumn;No Holiday;Yes"
"14/09/2018;810;23;223;87;11;1810;20;0;5;0;Autumn;No Holiday;Yes"
"15/09/2018;906;0;218;83;15;2000;187;0;0;0;Autumn;No Holiday;Yes"
"15/09/2018;881;1;218;79;14;2000;179;0;0;0;Autumn;No Holiday;Yes"
"15/09/2018;580;2;217;78;1;2000;176;0;0;0;Autumn;No Holiday;Yes"
"15/09/2018;302;3;216;80;12;2000;179;0;0;0;Autumn;No Holiday;Yes"
"15/09/2018;234;4;212;83;6;2000;181;0;1;0;Autumn;No Holiday;Yes"
"15/09/2018;169;5;211;82;8;2000;178;0;0;0;Autumn;No Holiday;Yes"
"15/09/2018;272;6;21;84;9;2000;181;0;1;0;Autumn;No Holiday;Yes"
"15/09/2018;453;7;212;84;3;2000;183;5;0;0;Autumn;No Holiday;Yes"
"15/09/2018;829;8;217;78;3;2000;176;21;0;0;Autumn;No Holiday;Yes"
"15/09/2018;934;9;227;72;12;2000;173;59;0;0;Autumn;No Holiday;Yes"
"15/09/2018;1017;10;244;65;16;1972;173;142;0;0;Autumn;No Holiday;Yes"
"15/09/2018;1212;11;252;64;12;1938;178;131;0;0;Autumn;No Holiday;Yes"
"15/09/2018;1284;12;254;63;9;2000;178;101;0;0;Autumn;No Holiday;Yes"
"15/09/2018;1465;13;258;65;1;1996;187;112;0;0;Autumn;No Holiday;Yes"
"15/09/2018;1474;14;257;67;12;2000;191;9;0;0;Autumn;No Holiday;Yes"
"15/09/2018;1077;15;252;71;2;2000;195;41;0;0;Autumn;No Holiday;Yes"
"15/09/2018;1273;16;244;74;6;1996;194;13;0;0;Autumn;No Holiday;Yes"
"15/09/2018;1474;17;244;75;6;2000;196;17;0;0;Autumn;No Holiday;Yes"
"15/09/2018;1566;18;242;76;12;2000;196;12;0;0;Autumn;No Holiday;Yes"
